rank,score,dataset_name,file_extension,size_kb,department_names,request_id,request_url,document_download_url,is_open_data_duplicate,duplicate_of,reasons
181,8,1_PG_E Programmatic Inspections Beginning 2.3.20-2.14.20.xlsx,xlsx,25.7,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21591697/download,false,,"inspections, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+2, dept:+1"
182,8,1_PG_E Programmatic Inspections Beginning 11.9.20-11.20.20.xlsx,xlsx,22.3,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21591796/download,false,,"inspections, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+2, dept:+1"
183,8,1_PG_E Programmatic Inspections Beginning 2.3.20-2.14.20.xlsx,xlsx,22.4,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21591939/download,false,,"inspections, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+2, dept:+1"
184,8,1_PG_E Programmatic Inspections Beginning 11.9.20-11.20.20.xlsx,xlsx,22.3,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21591942/download,false,,"inspections, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+2, dept:+1"
185,8,2_PG_E Programmatic Inspections Beginning 7.20.20-7.31.20.xlsx,xlsx,21.7,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21592175/download,false,,"inspections, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+2, dept:+1"
186,8,1_PG_E Programmatic Inspections Beginning 11.9.20-11.20.20.xlsx,xlsx,22.3,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21592189/download,false,,"inspections, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+2, dept:+1"
187,8,1_PG_E Programmatic Inspections Beginning 11.9.20-11.20.20.xlsx,xlsx,22.3,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21592472/download,false,,"inspections, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+2, dept:+1"
188,8,1_PG_E Programmatic Inspections Beginning 11.9.20-11.20.20.xlsx,xlsx,22.3,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21592599/download,false,,"inspections, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+2, dept:+1"
189,8,RT_DT_0004i-Inspector Curb ramp Slope Record and SH inspections Tabulation.xlsx(1).xlsx,xlsx,29.9,Public Works,22-1475,https://sanfrancisco.nextrequest.com/requests/22-1475,https://sanfrancisco.nextrequest.com/documents/13610697/download,false,,"inspections, request-context:+4 (discipline, log, logs, records, contract, -form), size:+2, dept:+1"
190,8,1_PG_E Programmatic Inspections Beginning 11.9.20-11.20.20.xlsx,xlsx,22.3,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21586753/download,false,,"inspections, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+2, dept:+1"
191,8,2_PG_E Programmatic Inspections Beginning 7.20.20-7.31.20.xlsx,xlsx,21.7,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21587288/download,false,,"inspections, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+2, dept:+1"
192,8,1_PG_E Programmatic Inspections Beginning 2.3.20-2.14.20.xlsx,xlsx,22.4,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21587911/download,false,,"inspections, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+2, dept:+1"
193,8,2_PG_E Programmatic Inspections Beginning 7.20.20-7.31.20.xlsx,xlsx,21.7,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21588114/download,false,,"inspections, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+2, dept:+1"
194,8,1_PG_E Programmatic Inspections Beginning 2.3.20-2.14.20.xlsx,xlsx,25.7,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21588711/download,false,,"inspections, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+2, dept:+1"
195,8,1_PG_E Programmatic Inspections Beginning 2.3.20-2.14.20.xlsx,xlsx,22.4,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21588881/download,false,,"inspections, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+2, dept:+1"
196,8,1_PG_E Programmatic Inspections Beginning 11.9.20-11.20.20.xlsx,xlsx,22.3,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21591735/download,false,,"inspections, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+2, dept:+1"
197,8,1_PG_E Programmatic Inspections Beginning 11.9.20-11.20.20.xlsx,xlsx,22.3,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21591842/download,false,,"inspections, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+2, dept:+1"
198,8,1_PG_E Programmatic Inspections Beginning 11.9.20-11.20.20.xlsx,xlsx,22.3,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21592214/download,false,,"inspections, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+2, dept:+1"
199,8,0004i-Inspector Curb ramp Slope Record and SH inspections Tabulation.xlsx(1).xlsx,xlsx,29.4,Public Works,22-1475,https://sanfrancisco.nextrequest.com/requests/22-1475,https://sanfrancisco.nextrequest.com/documents/13374387/download,false,,"inspections, request-context:+4 (discipline, log, logs, records, contract, -form), size:+2, dept:+1"
200,8,0004I  - RFI Log.xlsx,xlsx,58.7,Public Works,22-1475,https://sanfrancisco.nextrequest.com/requests/22-1475,https://sanfrancisco.nextrequest.com/documents/13536948/download,false,,"log, request-context:+4 (discipline, log, logs, records, contract, -form), size:+2, dept:+1"
201,8,0004I  - RFI Log.xlsx(1).xlsx,xlsx,58.7,Public Works,22-1475,https://sanfrancisco.nextrequest.com/requests/22-1475,https://sanfrancisco.nextrequest.com/documents/13609526/download,false,,"log, request-context:+4 (discipline, log, logs, records, contract, -form), size:+2, dept:+1"
202,8,1_05 MAY - Field Expense Report 021120 (with Rate .575).xlsx,xlsx,28.9,Arts Commission,25-9577,https://sanfrancisco.nextrequest.com/requests/25-9577,https://sanfrancisco.nextrequest.com/documents/56571304/download,false,,"expense, request-context:+3 (audit, log, dataset, records, -form, -test), size:+2"
203,8,1_PG_E Programmatic Inspections Beginning 11.9.20-11.20.20.xlsx,xlsx,22.3,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21588412/download,false,,"inspections, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+2, dept:+1"
204,8,1_PG_E Programmatic Inspections Beginning 11.9.20-11.20.20.xlsx,xlsx,22.3,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21588509/download,false,,"inspections, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+2, dept:+1"
205,8,1_PG_E Programmatic Inspections Beginning 11.9.20-11.20.20.xlsx,xlsx,22.3,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21591951/download,false,,"inspections, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+2, dept:+1"
206,8,1_PG_E Programmatic Inspections Beginning 2.3.20-2.14.20.xlsx,xlsx,22.3,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21592035/download,false,,"inspections, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+2, dept:+1"
207,8,1_PG_E Programmatic Inspections Beginning 11.9.20-11.20.20.xlsx,xlsx,22.3,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21592142/download,false,,"inspections, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+2, dept:+1"
208,8,1_PG_E Programmatic Inspections Beginning 11.9.20-11.20.20.xlsx,xlsx,22.3,Public Works,23-3094,https://sanfrancisco.nextrequest.com/requests/23-3094,https://sanfrancisco.nextrequest.com/documents/21592411/download,false,,"inspections, request-context:+4 (complaint, complaints, violation, log, logs, records, permits, contract, -application), size:+2, dept:+1"
209,8,Activity Log (5).xls,xls,59.6,Public Works,24-731,https://sanfrancisco.nextrequest.com/requests/24-731,https://sanfrancisco.nextrequest.com/documents/29812242/download,false,,"log, request-context:+4 (complaint, complaints, investigation, records, inspections, -template, -form), size:+2, dept:+1"
210,8,2_Incident at the year since 08-01-2022 - 2-10-23.xls,xls,30.0,Public Works,24-767,https://sanfrancisco.nextrequest.com/requests/24-767,https://sanfrancisco.nextrequest.com/documents/29617524/download,false,,"incident, request-context:+3 (log, logs, records, -receipt), size:+2, dept:+1"
211,8,1_June- Field Expense Report 021120 (with Rate .575).xlsx,xlsx,28.6,Arts Commission,25-9577,https://sanfrancisco.nextrequest.com/requests/25-9577,https://sanfrancisco.nextrequest.com/documents/56571125/download,false,,"expense, request-context:+3 (audit, log, dataset, records, -form, -test), size:+2"
212,8,03_March 2021 - Field Expense Report 01-06-21 (with Rate .56).xlsx,xlsx,28.1,Arts Commission,25-9577,https://sanfrancisco.nextrequest.com/requests/25-9577,https://sanfrancisco.nextrequest.com/documents/56570867/download,false,,"expense, request-context:+3 (audit, log, dataset, records, -form, -test), size:+2"
213,8,1_June- Field Expense Report 021120 (with Rate .575).xlsx,xlsx,28.6,Arts Commission,25-9577,https://sanfrancisco.nextrequest.com/requests/25-9577,https://sanfrancisco.nextrequest.com/documents/56571115/download,false,,"expense, request-context:+3 (audit, log, dataset, records, -form, -test), size:+2"
214,8,Advanced Trips Detail Report_20260625_061145 (1).xlsx,xlsx,694.6,Public Works,26-5451,https://sanfrancisco.nextrequest.com/requests/26-5451,https://sanfrancisco.nextrequest.com/documents/65941855/download,false,,"request-context:+4 (inventory, database, log, logs, export, records, tracker, contract, -form), size:+3, dept:+1"
215,8,Advanced Trips Detail Report_20260625_123219.xlsx,xlsx,695.4,Public Works,26-5451,https://sanfrancisco.nextrequest.com/requests/26-5451,https://sanfrancisco.nextrequest.com/documents/65941858/download,false,,"request-context:+4 (inventory, database, log, logs, export, records, tracker, contract, -form), size:+3, dept:+1"
216,8,Advanced Trips Detail Report_20260626_061544.xlsx,xlsx,505.1,Public Works,26-5451,https://sanfrancisco.nextrequest.com/requests/26-5451,https://sanfrancisco.nextrequest.com/documents/65972557/download,false,,"request-context:+4 (inventory, database, log, logs, export, records, tracker, contract, -form), size:+3, dept:+1"
217,8,Advanced Trips Detail Report_20260625_123408.xlsx,xlsx,552.4,Public Works,26-5451,https://sanfrancisco.nextrequest.com/requests/26-5451,https://sanfrancisco.nextrequest.com/documents/65941854/download,false,,"request-context:+4 (inventory, database, log, logs, export, records, tracker, contract, -form), size:+3, dept:+1"
218,8,Advanced Trips Detail Report_20260625_123116.xlsx,xlsx,1151.4,Public Works,26-5451,https://sanfrancisco.nextrequest.com/requests/26-5451,https://sanfrancisco.nextrequest.com/documents/65941856/download,false,,"request-context:+4 (inventory, database, log, logs, export, records, tracker, contract, -form), size:+3, dept:+1"
219,8,Advanced Trips Detail Report_20260625_123154.xlsx,xlsx,590.7,Public Works,26-5451,https://sanfrancisco.nextrequest.com/requests/26-5451,https://sanfrancisco.nextrequest.com/documents/65941857/download,false,,"request-context:+4 (inventory, database, log, logs, export, records, tracker, contract, -form), size:+3, dept:+1"
220,8,Advanced Trips Detail Report_20260626_061357.xlsx,xlsx,617.1,Public Works,26-5451,https://sanfrancisco.nextrequest.com/requests/26-5451,https://sanfrancisco.nextrequest.com/documents/65972560/download,false,,"request-context:+4 (inventory, database, log, logs, export, records, tracker, contract, -form), size:+3, dept:+1"
221,8,Advanced Trips Detail Report_20260626_061452.xlsx,xlsx,641.4,Public Works,26-5451,https://sanfrancisco.nextrequest.com/requests/26-5451,https://sanfrancisco.nextrequest.com/documents/65972561/download,false,,"request-context:+4 (inventory, database, log, logs, export, records, tracker, contract, -form), size:+3, dept:+1"
222,8,Advanced Trips Detail Report_20260626_061633.xlsx,xlsx,363.7,Public Works,26-5451,https://sanfrancisco.nextrequest.com/requests/26-5451,https://sanfrancisco.nextrequest.com/documents/65972558/download,false,,"request-context:+4 (inventory, database, log, logs, export, records, tracker, contract, -form), size:+3, dept:+1"
